project_id,option_id,option_number,num_modules,module_wp,module_source,total_kwp,battery_kwh,battery_brand,battery_name,num_battery_units,has_battery,inverter_kw,inverter_brand,has_wallbox_design,wallbox_kw,wallbox_brand,has_heatpump,heatpump_kw,technologies,roof_type,primary_brand,num_brands,has_energy_manager,has_smart_meter,has_optimizer,has_surge_protection,has_scaffolding,has_meter_cabinet,total_line_items,count_InstallationFee,count_ServiceFee,count_Other,count_AccessoryToModule,count_AccessoryToBatteryStorage,count_AccessoryToInverter,count_AccessoryToWallbox,customer_contact_id,request_created_at,offer_created_at,first_signed_at,country,energy_demand_wh,energy_price_per_wh,energy_price_increase,energy_price_with_flexible_tariff,base_price_per_month,base_price_increase,load_profile,load_profile_editor_id,has_ev,ev_annual_drive_distance_km,has_solar,solar_size_kwp,solar_angle,solar_orientation,solar_built_year,solar_feedin_renumeration,solar_feedin_renumeration_post_eeg,has_storage,storage_size_kwh,storage_built_year,has_wallbox,wallbox_charge_speed_kw,heating_existing_type,heating_existing_cost_per_year,heating_existing_cost_increase_per_year,heating_existing_electricity_demand_kwh,heating_existing_heating_demand_wh,house_size_sqm,house_built_year,num_inhabitants,dataset_source,energy_demand_kwh,energy_price_ct_kwh,offer_date,offer_month
01a6dafb9e6f0c36,0f16f2e4da359f3b,1,43.0,450.0,Substructure,19.35,15.0,EcoFlow,Battery LFP 15kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,EcoFlow,1,False,False,False,False,True,True,13,5,3,1,1,0,0,0,c4970ca60bb30062,,2025-05-16 14:46:29.918000,2025-06-26 13:14:26.893000,Germany,5000000.0,0.00032,0.03,,,,FamilyOfFour,,False,,False,,,,,,,False,,,False,,Heatpump,,,6000.0,21000000.0,,,,2a8ba8e2,5000.0,32.0,2025-05-16 14:46:29.918,2025-05
01b3254fe2440f2e,6978ee465194b9d4,1,24.0,450.0,Substructure,10.8,10.0,EcoFlow,Battery LFP 10kWh,1.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Clay Tile Roof,EcoFlow,1,False,False,False,False,True,True,13,4,2,2,1,0,0,0,760c709ec5c20ac6,,2025-04-23 18:11:53.842000,2025-07-08 20:53:05.140000,Germany,4500000.0,0.00032,0.03,,,,H0,,True,30000.0,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-04-23 18:11:53.842,2025-04
01bbbfc841da7640,af849ef161e05149,1,67.0,450.0,CompletePackage,30.15,19.2,EcoFlow,EcoFlow Battery 5.1kWh,4.0,True,0.0,none,True,22.0,Sigenergy,False,0.0,"ses,solar,wallbox",Unknown,EcoFlow,2,False,False,False,False,False,False,10,2,3,2,0,0,0,0,275bf8076503e579,2025-12-12 14:57:07.014000,2025-12-12 15:00:14.747000,2025-12-18 20:31:48.631000,Germany,4500000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4500.0,39.0,2025-12-12 15:00:14.747,2025-12
01d15b6b8eb2d178,f61592f748befd47,1,24.0,450.0,Substructure,10.8,7.0,Huawei,Battery 7kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Flat Roof,Huawei,1,True,False,True,False,True,True,16,6,2,0,4,0,0,0,68919424c3b1ec43,,2025-08-29 11:28:58.465000,2025-11-03 18:04:20.114000,Germany,4000000.0,0.00032,0.03,0.00028,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4000.0,32.0,2025-08-29 11:28:58.465,2025-08
022f6a9087c53c61,fd5c671ef421bb9a,1,24.0,450.0,Substructure,10.8,10.0,SAJ,Battery 10kWh Pro,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar,wallbox",Clay Tile Roof,SAJ,1,True,False,False,True,True,True,19,5,2,5,2,0,2,0,fa6edf26c1bd9747,,2026-01-15 12:20:36.453000,2026-03-09 16:00:34.654000,Germany,3500000.0,0.00032,0.03,0.00024,,,H0,,True,50000.0,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,3500.0,32.0,2026-01-15 12:20:36.453,2026-01
02d42019ae465832,c4386321d8a99a6a,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,3,2,0,0,0,0,0,0,ce33bfcf033a9863,,2024-07-10 10:54:51.607000,2024-07-12 13:09:30.098000,Germany,4500000.0,0.00045,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,45.0,2024-07-10 10:54:51.607,2024-07
02e485a516086ecb,b216280813b4aa3f,1,15.0,450.0,Substructure,6.75,5.0,Huawei,Battery 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,Huawei,1,True,False,True,False,True,True,14,5,3,0,3,0,0,0,98c3868356f95927,,2025-07-29 10:20:45.268000,2025-09-02 15:40:22.505000,Germany,2500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,2500.0,32.0,2025-07-29 10:20:45.268,2025-07
02fea260fc0cfec9,f96efa129fb323a7,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh Extension B,1.0,True,0.0,none,True,22.0,Huawei,False,0.0,"ses,wallbox",Unknown,Huawei,1,False,False,False,False,False,False,6,1,2,0,0,1,0,0,1114e0c4ef20c559,,2025-07-04 09:45:06.257000,2025-07-08 17:49:45.121000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-07-04 09:45:06.257,2025-07
030c391e6eeeace8,3a13d11e0b3040cb,1,21.0,450.0,Substructure,9.45,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,EcoFlow,1,False,False,False,False,False,False,9,3,3,0,1,0,0,0,416fbe7f0a662abd,,2025-08-27 07:32:18.169000,2025-09-10 08:36:04.480000,Germany,7000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,7000.0,32.0,2025-08-27 07:32:18.169,2025-08
031e7b8adb62fa46,4a1f71b878135403,1,34.0,450.0,CompletePackage,15.3,14.76,FoxESS,FoxESS Battery 5kWh L3,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,FoxESS,1,False,False,False,False,False,False,5,2,0,2,0,0,0,0,2f1335dad3a123de,2026-02-23 14:04:38.894000,2026-03-03 12:04:36.660000,2026-03-18 00:00:00,Germany,20000000.0,0.00026,0.03,0.00022,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,20000.0,26.0,2026-03-03 12:04:36.660,2026-03
032457ab644ba186,1b2341c4c8fe6dc8,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh Extension C,1.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,1,0,0,0,0,0,0,0,438aab4c7ec7d05d,,2025-09-08 13:39:17.827000,2025-09-10 19:46:35.460000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-09-08 13:39:17.827,2025-09
032ea5190a101f8d,09082e26966abe0b,1,14.0,450.0,CompletePackage,6.3,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Unknown,Sigenergy,1,False,False,False,False,False,False,2,0,1,1,0,0,0,0,6736beecda9ffc3b,2026-03-19 08:54:00.926000,2026-03-19 08:55:51.802000,2026-04-15 14:05:57.755000,Germany,4285714.0,0.00028,0.0,,,0.0,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4285.714,27.999999999999996,2026-03-19 08:55:51.802,2026-03
0355772f7752c412,6659f787f26d4b31,1,28.0,450.0,Substructure,12.6,14.0,Huawei,Battery 14kWh,1.0,True,0.0,none,True,22.0,Huawei,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,Huawei,2,True,False,False,True,True,True,19,6,3,3,2,0,0,1,eee44637500df20c,,2025-05-05 07:54:51.462000,2025-06-10 17:11:26.391000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-05-05 07:54:51.462,2025-05
03d2cce06a58a03f,5be41e1661921800,1,28.0,450.0,Substructure,12.6,10.0,SAJ,Battery 10kWh Pro,1.0,True,0.0,none,True,11.0,SAJ,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,SAJ,1,True,False,False,True,True,True,20,7,2,3,2,1,1,0,f614ca8bb44fbf11,,2026-02-23 10:08:18.838000,2026-03-10 20:08:51.876000,Germany,4000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4000.0,32.0,2026-02-23 10:08:18.838,2026-02
03f1a18dce81e847,e7caf43da8d4255b,1,10.0,450.0,Substructure,4.5,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Clay Tile Roof,EcoFlow,1,False,False,False,True,False,True,14,5,3,2,1,0,1,0,f34009fb2706e777,,2025-08-07 11:23:15.897000,2025-08-08 06:40:25.236000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-08-07 11:23:15.897,2025-08
04047da6a7391caf,85d58d98aab3b0cb,1,40.0,450.0,CompletePackage,18.0,9.0,Sigenergy,Sigenergy AIOS Battery 9kWh,1.0,True,0.0,none,True,11.0,Sigenergy,False,0.0,"ses,solar,wallbox",Unknown,Sigenergy,1,False,False,False,False,False,False,5,0,1,2,0,0,0,0,3799c509c7ca0425,2025-11-04 15:09:11.802000,2025-11-14 12:22:35.070000,2025-12-02 13:41:56.309000,Germany,4500000.0,0.00039,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4500.0,39.0,2025-11-14 12:22:35.070,2025-11
040ab70613384c32,306cf31a951fb678,1,16.0,450.0,Substructure,7.2,5.0,SAJ,Battery 5kWh Pro,1.0,True,0.0,none,True,11.0,SAJ,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,SAJ,1,False,False,False,True,True,True,19,8,3,1,1,1,1,0,2027f03440545d4d,,2025-09-03 06:54:58.771000,2025-09-30 16:00:58.283000,Germany,2500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,2500.0,32.0,2025-09-03 06:54:58.771,2025-09
045df400debc4448,c0a4fecd38459372,1,14.0,450.0,Substructure,6.3,5.0,Huawei,Battery 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,Huawei,1,True,False,True,True,True,True,16,5,3,2,3,0,0,0,a292e8fcf639e1f7,,2025-05-08 12:48:53.305000,2025-05-09 10:49:05.516000,Germany,3500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,3500.0,32.0,2025-05-08 12:48:53.305,2025-05
04bc8decd73d2418,abb77f0dde5ff46d,1,50.0,450.0,Substructure,22.5,10.0,EcoFlow,Battery LFP 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Roof,EcoFlow,2,False,False,False,False,True,True,14,5,4,1,1,0,0,0,aaf7352110831264,,2024-12-16 13:00:14.525000,2025-01-21 08:58:53.630000,Germany,6000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,6000.0,32.0,2024-12-16 13:00:14.525,2024-12
04ebc451f8bcf740,43ebec2fe6405398,1,20.0,450.0,CompletePackage,9.0,6.0,Sigenergy,Sigenergy AIOS Battery 6kWh,1.0,True,0.0,none,True,11.0,Sigenergy,False,0.0,"ses,solar,wallbox",Unknown,Sigenergy,1,False,False,True,False,False,False,13,3,4,3,0,0,0,0,3dbe0c0c4de26424,2026-03-30 11:49:31.987000,2026-03-30 11:49:40.232000,2026-04-15 14:48:00.951000,Germany,1500000.0,0.00033,0.04,0.0002,,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,1500.0,33.0,2026-03-30 11:49:40.232,2026-03
050b8d6bb5dd0099,c137a12d9fa03886,1,13.0,450.0,CompletePackage,5.85,6.0,Sigenergy,Sigenergy AIOS Battery 6kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Unknown,Sigenergy,1,False,False,False,False,False,False,8,3,2,1,0,0,0,0,8092b1c30780c21c,2026-02-02 07:44:21.708000,2026-02-17 15:54:59.353000,2026-03-12 16:53:32.085000,Germany,2240000.0,0.00036,0.04,0.0002,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,2240.0,36.00000000000001,2026-02-17 15:54:59.353,2026-02
054c8e4976de1e99,8985b77fe0c0169b,1,18.0,450.0,Substructure,8.1,8.0,Sigenergy,Sigenergy Battery 8kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",SL Rack Pitched Roof,SL Rack,2,False,False,False,False,False,False,7,3,2,0,0,0,0,0,b8f7430f29fdaf29,2025-07-24 08:14:28.248000,2025-07-24 08:14:41.453000,2025-11-17 12:44:27.714000,Germany,4500000.0,0.00035,0.02,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,23c108b7,4500.0,34.99999999999999,2025-07-24 08:14:41.453,2025-07
05a464172aae5a20,186650369b1ee000,1,26.0,450.0,Substructure,11.7,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,True,22.0,Huawei,False,0.0,"ses,solar,wallbox",Concrete Roof,Huawei,1,True,False,False,True,True,True,16,6,2,2,2,0,0,0,4f439dc040cc9124,,2024-08-23 07:36:52.449000,2024-08-23 08:45:09.604000,Germany,4500000.0,0.00045,0.03,,,,H0,,True,15000.0,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,45.0,2024-08-23 07:36:52.449,2024-08
05a62b9508e278ac,57212477ca54d32b,1,5.0,450.0,Substructure,2.25,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Clay Tile Roof,SolarEdge,1,False,False,True,False,True,False,7,1,2,1,2,0,0,0,52e443e22da0b254,,2025-03-25 10:34:20.793000,2025-11-12 11:06:44.386000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-03-25 10:34:20.793,2025-03
060e69a3f9bf29de,79a2246deb9644de,1,36.0,450.0,Substructure,16.2,10.0,EcoFlow,Battery LFP 10kWh,1.0,True,0.0,none,True,11.0,EcoFlow,False,0.0,"ses,solar,wallbox",Clay Tile Roof,EcoFlow,1,False,False,False,True,True,True,18,9,3,1,1,0,0,0,fe48d6c066a5ea62,,2025-04-28 11:42:42.704000,2025-06-12 07:42:45.375000,Germany,7000000.0,0.00032,0.03,0.00024,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,7000.0,32.0,2025-04-28 11:42:42.704,2025-04
067b6d373e8fba14,48c89ce08e5f80ea,1,30.0,450.0,Substructure,13.5,10.0,Huawei,Battery 10kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Tile Roof,Huawei,1,True,False,True,False,True,True,14,4,3,1,3,0,0,0,27453032b4a6f1b5,,2025-08-11 13:00:01.467000,2025-08-26 14:32:56.545000,Germany,16000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,16000.0,32.0,2025-08-11 13:00:01.467,2025-08
06e40b88cfa474c4,ee970ed8d65db26d,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh Extension B,1.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,3,0,1,0,0,1,0,0,92a651c5e81b5482,,2025-02-04 09:50:22.517000,2025-03-03 12:27:32.693000,Germany,0.0,0.0003,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,0.0,30.0,2025-02-04 09:50:22.517,2025-02
070299e3d43741bb,9760f6c608a6d638,1,38.0,450.0,Substructure,17.1,20.0,EcoFlow,Battery LFP 10kWh,2.0,True,0.0,none,True,22.0,EcoFlow,False,0.0,"ses,solar,wallbox",Concrete Tile Roof,EcoFlow,1,False,False,False,False,True,True,16,7,3,1,1,0,0,0,8c657c349253e52a,,2025-10-07 12:25:56.112000,2025-11-13 18:57:01.985000,Germany,17499000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,17499.0,32.0,2025-10-07 12:25:56.112,2025-10
0716ccf53a74c823,92cbd5d89e4ef1ef,1,24.0,450.0,Substructure,10.8,14.0,Huawei,Battery 14kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Roof,Huawei,1,False,False,True,True,True,True,17,7,2,2,2,1,0,0,af08c773f001eb5e,,2024-11-15 05:20:13.164000,2024-11-29 09:08:18.250000,Germany,3500000.0,0.00032,0.03,,,,FamilyOfFour,,False,,False,,,,,,,False,,,False,,Heatpump,0.0,,5000.0,17500000.0,,,,2a8ba8e2,3500.0,32.0,2024-11-15 05:20:13.164,2024-11
0717680daa590321,3ab9b2598482f3f4,1,0.0,0.0,none,0.0,10.0,Huawei,Battery 5kWh Extension B,2.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,4,0,2,0,0,1,0,0,036de264bf2ed167,,2026-03-04 17:34:22.505000,2026-04-15 07:41:42.782000,Germany,4500000.0,0.00032,0.03,,,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2026-03-04 17:34:22.505,2026-03
07289c6bdafe4ea4,ed7a4a329eaf34f5,1,0.0,0.0,none,0.0,21.0,Huawei,Battery 21kWh,1.0,True,0.0,none,True,22.0,Huawei,False,0.0,"ses,wallbox",Unknown,Huawei,1,True,False,False,False,False,False,6,3,0,0,0,0,0,1,a037a003f2e971b9,,2025-02-03 09:32:14.261000,2025-02-07 12:00:29.950000,Germany,4500000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2025-02-03 09:32:14.261,2025-02
075073fa9e2051ba,d015c8adde923541,1,21.0,450.0,Substructure,9.45,0.0,none,none,0.0,False,0.0,none,False,0.0,none,False,0.0,solar,Concrete Roof,Huawei,1,False,True,True,False,False,True,9,1,1,1,4,0,1,0,3dc52d958620e250,,2024-07-09 10:56:20.273000,2024-08-12 16:12:08.586000,Germany,2700000.0,0.00029,0.0,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,2700.0,29.0,2024-07-09 10:56:20.273,2024-07
07ac23acbde53dcd,f9b960580bd4c8cc,1,21.0,450.0,Substructure,9.45,5.0,EcoFlow,Battery LFP 5kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Flat Roof,EcoFlow,1,False,False,False,False,True,True,15,4,3,2,2,0,0,0,a7562a8dfc144b12,,2025-05-28 11:16:46.141000,2025-07-02 20:39:07.930000,Germany,2000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,2000.0,32.0,2025-05-28 11:16:46.141,2025-05
07cc06b08dcb21f0,937050e518534f9f,1,27.0,450.0,Substructure,12.15,7.0,Huawei,Battery 7kWh,1.0,True,0.0,none,False,0.0,none,False,0.0,"ses,solar",Concrete Roof,Huawei,2,False,False,False,False,False,False,11,3,4,0,1,1,0,0,94aa2377a3a183a2,,2024-10-18 11:40:39.299000,2025-01-16 08:12:45.706000,Germany,8000000.0,0.00032,0.03,,,,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,8000.0,32.0,2024-10-18 11:40:39.299,2024-10
07fbc5e203eff86f,4ab329a9c961d492,1,0.0,0.0,none,0.0,5.0,Huawei,Battery 5kWh Extension Promo,1.0,True,0.0,none,False,0.0,none,False,0.0,ses,Unknown,Huawei,1,False,False,False,False,False,False,1,0,0,0,0,0,0,0,e619ff1e3f6c14b0,,2026-04-07 14:42:15.800000,2026-04-10 15:16:45.632000,Germany,4500000.0,0.00032,0.03,,18.0,0.03,H0,,False,,False,,,,,,,False,,,False,,,,,,,,,,2a8ba8e2,4500.0,32.0,2026-04-07 14:42:15.800,2026-04
